[PROFILE] Starting profiling sequence...
[PROFILE] Press button to start first test at 30%
[PROFILE] Recording started at 30% power (202242 ms)
202242,30,0.00,0.000,4.90
202606,30,0.00,0.000,4.86
202725,30,0.00,0.000,4.88
202921,30,0.00,0.000,2.68
203130,30,0.00,0.000,1.00
203296,30,0.00,0.000,0.87
203415,30,0.00,0.000,0.94
203596,30,0.00,0.000,0.99
203701,30,0.00,0.000,1.12
203805,30,0.00,0.000,1.14
203911,30,0.00,0.000,1.05
204106,30,0.00,0.000,0.00
204210,30,0.00,0.000,0.75
204315,30,0.00,0.000,2.10
204420,30,0.00,0.000,0.00
204525,30,0.00,0.000,1.24
204721,30,0.00,0.000,1.18
204825,30,0.00,0.000,0.94
204930,30,0.00,0.000,0.90
205035,30,0.00,0.000,2.40
205141,30,0.00,0.000,0.92
205336,30,0.00,0.000,1.41
205441,30,0.00,0.000,1.75
205545,30,0.00,0.000,0.57
205740,30,0.00,0.000,1.04
205846,30,0.00,0.000,2.31
205951,30,0.00,0.000,1.58
206115,30,0.00,0.000,1.57
206220,30,0.00,0.000,1.30
206416,30,0.00,0.000,1.76
206520,30,0.00,0.000,0.60
206626,30,0.00,0.000,1.73
206821,30,0.00,0.000,0.22
206925,30,0.00,0.000,1.99
207120,30,0.00,0.000,2.08
207225,30,0.00,0.000,2.26
207331,30,0.00,0.000,0.70
207435,30,0.00,0.000,2.50
207630,30,0.00,0.000,4.81
207840,30,0.00,0.000,1.39
207946,30,0.00,0.000,3.42
208141,30,0.00,0.000,1.00
208245,30,0.00,0.000,2.65
208455,30,0.00,0.000,3.13
208650,30,0.00,0.000,3.24
208845,30,0.00,0.000,3.23
208950,30,0.00,0.000,3.32
209055,30,0.00,0.000,6.82
209235,30,0.00,0.000,6.83
209356,30,0.00,0.000,8.26
209476,30,0.00,0.000,3.83
209641,30,0.00,0.000,4.15
209745,30,0.00,0.000,5.60
209851,30,0.00,0.000,5.87
210045,30,0.00,0.000,7.86
210151,30,0.00,0.000,6.57
210255,30,0.00,0.000,5.19
210361,30,0.00,0.000,5.33
210465,30,0.00,0.000,7.35
210660,30,0.00,0.000,6.53
210765,30,0.00,0.000,7.25
210870,30,0.00,0.000,6.30
210976,30,0.00,0.000,5.11
211080,30,0.00,0.000,9.24
211276,30,0.00,0.000,7.70
211381,30,0.00,0.000,7.14
211486,30,0.00,0.000,7.07
211591,30,0.00,0.000,9.87
211786,30,0.00,0.000,7.64
211891,30,0.00,0.000,9.88
212055,30,0.00,0.000,8.87
212161,30,0.00,0.000,8.39
212295,30,0.00,0.000,8.45
212460,30,0.00,0.000,8.92
212566,30,0.00,0.000,9.06
212760,30,0.00,0.000,9.36
212866,30,0.00,0.000,9.55
212970,30,0.00,0.000,12.31
213165,30,0.00,0.000,9.73
213271,30,0.00,0.000,9.60
213481,30,0.00,0.000,11.55
213675,30,0.00,0.000,9.75
213886,30,0.00,0.000,9.74
213990,30,0.00,0.000,10.36
214185,30,0.00,0.000,9.97
[PROFILE] Recording ended at 30% power (214242 ms)
[PROFILE] Next power level: 40%
[PROFILE] Recording started at 40% power (255243 ms)
255243,40,0.00,0.000,8.49
255660,40,0.00,0.000,8.48
255766,40,0.00,0.000,8.47
255870,40,0.00,0.000,3.75
256065,40,0.00,0.000,0.55
256170,40,0.00,0.000,1.33
256380,40,0.00,0.000,1.25
256576,40,0.00,0.000,0.01
256771,40,0.00,0.000,2.26
256876,40,0.00,0.000,0.00
257071,40,0.00,0.000,0.20
257175,40,0.00,0.000,1.69
257280,40,0.00,0.000,1.47
257385,40,0.00,0.000,0.00
257490,40,0.00,0.000,2.53
257671,40,0.00,0.000,2.25
257776,40,0.00,0.000,1.67
257895,40,0.00,0.000,1.16
258000,40,0.00,0.000,0.27
258181,40,0.00,0.000,2.56
258286,40,0.00,0.000,2.04
258391,40,0.00,0.000,0.75
258586,40,0.00,0.000,2.44
258691,40,0.00,0.000,1.43
258795,40,0.00,0.000,3.63
258900,40,0.00,0.000,3.74
259005,40,0.00,0.000,4.96
259201,40,0.00,0.000,5.14
259306,40,0.00,0.000,4.54
259410,40,0.00,0.000,5.08
259516,40,0.00,0.000,5.23
259710,40,0.00,0.000,6.08
259815,40,0.00,0.000,8.18
259920,40,0.00,0.000,6.24
260025,40,0.00,0.000,8.68
260130,40,0.00,0.000,6.73
260326,40,0.00,0.000,8.68
260431,40,0.00,0.000,7.65
260595,40,0.00,0.000,10.39
260701,40,0.00,0.000,8.47
260835,40,0.00,0.000,10.73
261001,40,0.00,0.000,9.59
261106,40,0.00,0.000,10.24
261300,40,0.00,0.000,9.97
261405,40,0.00,0.000,11.57
261510,40,0.00,0.000,9.75
261706,40,0.00,0.000,10.04
261811,40,0.00,0.000,9.88
262005,40,0.00,0.000,11.17
262110,40,0.00,0.000,10.09
262215,40,0.00,0.000,9.50
262410,40,0.00,0.000,10.64
262515,40,0.00,0.000,11.01
262710,40,0.00,0.000,11.03
262816,40,0.00,0.000,9.39
262920,40,0.00,0.000,10.24
