time_ms,power_pct,weight_g,flow_gps,pressure_bar
103106,40,1.80,1.159,4.90
103316,40,1.70,0.444,5.78
103421,40,1.40,0.000,6.80
103601,40,1.70,0.556,7.41
103706,40,1.40,0.000,7.24
103841,40,1.30,0.000,8.04
104006,40,1.10,0.000,8.34
104111,40,1.10,0.000,8.46
104216,40,0.90,0.000,8.60
104321,40,0.80,0.000,8.16
104516,40,0.70,0.000,7.28
104621,40,0.60,0.000,6.84
104726,40,0.70,0.238,6.40
104846,40,0.60,0.000,5.96
105026,40,0.70,0.208,5.15
105131,40,0.60,0.000,4.89
105236,40,0.70,0.238,4.71
105341,40,0.70,0.179,4.56
105446,40,0.70,0.134,4.35
105551,40,0.70,0.100,4.21
105746,40,0.80,0.295,4.07
105851,40,0.80,0.221,4.02
105956,40,0.70,0.000,4.08
106151,40,0.70,0.000,3.97
106256,40,0.80,0.238,3.93
106361,40,0.70,0.000,4.01
106526,40,0.90,0.303,4.35
106631,40,0.80,0.000,4.41
106826,40,0.70,0.000,4.55
106931,40,1.00,0.714,4.59
107036,40,0.80,0.060,4.77
107231,40,1.00,0.420,5.06
107336,40,1.00,0.315,6.10
107531,40,1.00,0.177,5.43
107636,40,1.00,0.133,5.16
107741,40,1.00,0.100,5.02
107936,40,0.90,0.000,4.77
108041,40,1.00,0.238,4.62
149053,50,12.90,0.251,4.81
149426,50,12.90,0.188,4.81
149531,50,12.90,0.141,4.80
149726,50,12.90,0.238,4.35
149831,50,11.20,0.000,3.97
149936,50,6.00,0.000,3.53
150131,50,2.09,0.214,2.73
150236,50,1.60,0.000,2.49
150431,50,1.00,0.000,1.96
150536,50,1.00,0.000,1.73
150641,50,1.30,0.714,1.53
150836,50,1.20,0.714,1.56
150941,50,1.10,0.298,1.55
151136,50,1.20,0.476,1.35
151241,50,1.10,0.119,1.25
151346,50,0.90,0.000,1.26
151451,50,0.50,0.000,1.43
151646,50,0.50,0.000,1.41
151751,50,0.40,0.000,1.41
151856,50,0.30,0.000,1.35
151961,50,0.20,0.000,1.43
152066,50,0.40,0.476,1.57
152246,50,0.30,0.218,1.62
152366,50,0.40,0.372,1.63
152546,50,0.30,0.140,2.17
152651,50,-0.10,0.000,2.24
152756,50,0.00,0.238,2.35
152861,50,0.10,0.417,2.29
153056,50,0.10,0.264,2.59
153161,50,0.00,0.000,2.41
153266,50,0.00,0.000,2.64
153371,50,0.10,0.238,2.83
153476,50,-0.10,0.000,2.99
153671,50,0.40,1.101,2.46
153776,50,0.70,1.540,2.20
153881,50,0.90,1.631,2.94
153986,50,1.20,1.938,2.74
154091,50,1.30,1.691,2.54
154286,50,1.90,2.201,3.95
154391,50,2.20,2.365,4.07
154496,50,1.90,1.060,4.32
154691,50,2.00,0.923,4.54
154796,50,1.80,0.216,5.00
154901,50,1.70,0.000,4.59
155066,50,1.40,0.000,4.60
155171,50,1.20,0.000,4.50
155366,50,0.60,0.000,5.28
155471,50,0.60,0.000,5.97
155576,50,0.50,0.000,5.79
155771,50,0.20,0.000,5.63
155876,50,0.00,0.000,5.46
156071,50,0.30,0.655,5.74
156176,50,0.30,0.491,5.86
156281,50,-0.10,0.000,6.04
156476,50,0.50,1.339,5.95
156581,50,0.30,0.528,5.93
156776,50,0.30,0.297,6.24
156881,50,0.20,0.000,6.32
156986,50,0.30,0.238,6.34
157091,50,0.20,0.000,6.27
157286,50,0.10,0.238,6.22
157391,50,0.30,0.655,6.22
157586,50,0.10,0.238,6.40
157691,50,0.30,0.655,6.20
157796,50,0.20,0.253,6.18
157901,50,0.20,0.190,6.16
158081,50,0.30,0.176,6.33
158186,50,0.50,0.608,6.38
158306,50,0.50,0.456,6.30
158411,50,0.30,0.000,6.16
158591,50,0.30,0.000,6.32
158696,50,0.50,0.476,6.37
158801,50,0.40,0.119,6.32
158996,50,0.50,0.476,6.05
159101,50,0.40,0.119,6.10
159206,50,0.70,0.804,6.17
159311,50,0.30,0.000,6.37
159416,50,0.40,0.238,6.33
159611,50,0.10,0.000,7.01
159716,50,0.40,0.714,6.85
159821,50,0.40,0.536,6.71
159926,50,0.40,0.402,6.62
160121,50,0.70,0.881,6.60
160226,50,0.90,1.137,6.37
160331,50,0.90,0.853,6.28
160436,50,0.40,0.000,6.17
160541,50,0.70,0.714,6.43
160736,50,0.90,0.878,6.41
160841,50,0.90,0.658,6.24
161006,50,1.50,1.403,6.19
202054,60,11.50,1.113,4.24
202421,60,11.50,0.835,4.23
202526,60,11.40,0.388,4.20
202721,60,11.40,0.218,3.95
202826,60,11.10,0.000,3.51
202931,60,6.60,0.000,3.07
203036,60,2.09,0.000,2.63
203231,60,3.10,1.295,1.89
203336,60,4.19,3.566,1.61
203441,60,5.50,5.794,1.39
203606,60,5.00,3.588,1.14
203711,60,5.70,4.358,0.97
203906,60,4.90,1.190,0.84
204011,60,3.90,0.000,0.75
204116,60,3.10,0.000,0.75
204311,60,3.40,0.565,0.66
204416,60,3.80,1.376,0.70
204611,60,2.40,0.000,0.73
204716,60,2.20,0.000,0.83
204821,60,1.70,0.000,0.76
205016,60,1.70,0.238,0.77
205121,60,1.30,0.000,1.10
205316,60,2.00,1.548,2.16
205421,60,1.50,0.000,2.13
205526,60,1.70,0.476,1.97
205721,60,1.10,0.238,1.83
205826,60,1.50,1.131,1.72
206021,60,2.40,2.839,2.33
206126,60,1.60,0.224,2.41
206246,60,1.90,0.793,2.32
206441,60,2.70,2.024,2.42
206621,60,3.10,1.555,2.68
206726,60,3.50,2.119,2.36
206846,60,3.10,0.756,2.53
206951,60,3.50,1.519,2.40
207131,60,3.00,0.445,2.58
207236,60,2.70,0.000,3.54
207341,60,2.40,0.000,3.32
207536,60,1.40,0.000,4.06
207641,60,1.20,0.000,4.18
207747,60,0.70,0.000,4.47
207851,60,0.50,0.000,4.39
208046,60,0.30,0.240,4.95
208151,60,0.00,0.000,5.08
208256,60,0.30,0.714,5.26
208361,60,0.10,0.060,5.62
208466,60,0.40,0.759,5.47
208661,60,0.60,0.754,5.60
208766,60,1.10,1.756,5.60
208871,60,1.00,1.079,5.67
208976,60,1.00,0.809,5.56
209081,60,0.90,0.369,5.64
209276,60,1.20,0.892,5.58
209381,60,1.20,0.669,5.93
209546,60,1.30,0.653,5.83
209651,60,1.20,0.252,5.61
209786,60,1.30,0.374,5.47
209951,60,1.30,0.281,5.53
210056,60,1.40,0.449,5.88
210251,60,1.40,0.476,5.67
210356,60,1.40,0.357,5.75
210461,60,1.40,0.268,5.73
210656,60,1.30,0.000,5.85
210761,60,1.60,0.714,5.74
210956,60,1.50,0.134,5.59
211061,60,1.60,0.339,5.53
211166,60,1.50,0.016,5.53
211361,60,1.50,0.009,6.03
211466,60,1.20,0.000,6.08
211661,60,1.80,1.667,5.73
211766,60,1.70,1.012,5.80
211871,60,1.40,0.045,5.80
211976,60,1.50,0.272,6.09
212081,60,1.80,0.918,6.12
212276,60,1.80,0.430,5.90
212381,60,1.90,0.561,5.77
212576,60,2.70,2.012,6.14
212786,60,2.80,1.340,5.85
212891,60,2.80,1.005,5.62
213071,60,2.80,0.754,5.65
213176,60,3.00,1.041,5.80
213281,60,2.50,0.000,5.89
213476,60,3.30,1.875,5.55
213581,60,3.20,1.168,5.55
213686,60,3.80,2.305,5.62
213791,60,3.80,1.729,5.70
213986,60,4.10,1.657,5.66
255055,70,8.00,1.266,6.20
255491,70,8.00,0.950,6.07
255671,70,8.00,0.712,6.15
255776,70,8.00,0.534,5.71
255881,70,6.40,0.000,5.27
256076,70,1.90,0.476,4.39
256181,70,3.20,3.452,3.95
256286,70,2.50,0.923,3.51
256391,70,2.20,0.000,3.17
256586,70,1.50,0.000,2.48
256691,70,1.70,0.476,2.34
256796,70,1.40,0.000,2.16
256901,70,1.30,0.000,2.09
257006,70,1.20,0.000,1.99
257201,70,0.80,0.000,1.86
257306,70,0.60,0.000,1.78
257411,70,0.90,0.714,1.88
257516,70,0.50,0.000,1.96
257621,70,0.50,0.000,2.21
257816,70,0.40,0.000,2.12
257921,70,0.70,0.714,2.11
258086,70,0.50,0.233,2.31
258191,70,0.80,0.889,2.56
258326,70,0.80,0.667,2.76
258491,70,0.60,0.197,2.83
258596,70,1.40,2.052,2.90
258791,70,1.20,0.827,3.88
258896,70,2.70,4.192,4.30
259001,70,2.60,2.906,3.94
259196,70,2.80,1.962,3.84
259301,70,3.20,2.424,3.93
259496,70,3.30,1.572,4.17
259601,70,3.20,0.941,4.71
259706,70,2.30,0.000,5.55
259901,70,1.70,0.000,6.32
260006,70,1.00,0.000,6.59
260201,70,0.60,0.000,8.15
260306,70,0.70,0.238,8.25
260501,70,1.00,0.729,8.71
260606,70,1.10,0.785,9.02
260711,70,1.30,1.065,9.38
260816,70,1.10,0.322,9.73
261026,70,1.10,0.181,9.79
261206,70,1.30,0.414,9.91
261326,70,1.30,0.310,9.76
261431,70,1.40,0.471,9.80
261611,70,1.50,0.492,9.76
261716,70,1.20,0.000,9.77
261911,70,1.40,0.476,9.81
262016,70,1.50,0.595,9.88
262121,70,1.60,0.685,9.80
262226,70,1.50,0.275,9.85
262331,70,1.50,0.206,10.05
262526,70,1.50,0.116,9.96
262631,70,1.50,0.087,10.10
262751,70,1.50,0.065,10.13
262946,70,1.50,0.037,9.93
263141,70,1.70,0.497,9.73
263246,70,1.80,0.611,9.96
263351,70,1.90,0.696,10.21
263456,70,2.00,0.760,9.96
263561,70,2.00,0.570,9.80
263756,70,2.00,0.350,9.68
263861,70,2.00,0.263,10.11
264056,70,2.40,0.710,9.99
264161,70,2.30,0.294,9.91
264266,70,2.20,0.000,9.61
264431,70,2.40,0.303,10.19
264536,70,2.09,0.000,10.28
264731,70,2.80,1.509,9.93
264836,70,2.90,1.370,9.95
264941,70,2.60,0.313,9.62
265136,70,2.60,0.117,10.09
265241,70,2.50,0.000,9.93
265436,70,2.50,0.000,9.68
265541,70,2.80,0.714,9.80
265646,70,2.80,0.536,10.09
265841,70,3.00,0.952,10.01
265946,70,3.30,1.429,9.81
266141,70,2.70,0.000,9.97
266246,70,2.50,0.000,10.41
266351,70,2.80,0.714,10.32
266546,70,2.80,0.372,10.12
266651,70,2.70,0.041,10.23
266756,70,2.80,0.269,9.84
266951,70,2.50,0.000,10.25
308056,80,5.00,0.015,8.77
308441,80,5.00,0.011,8.78
308547,80,4.90,0.000,8.81
308741,80,4.90,0.238,8.38
308846,80,4.19,0.000,7.94
309041,80,3.50,0.000,7.06
309146,80,3.10,0.000,6.62
309251,80,2.50,0.000,6.18
309356,80,2.09,0.000,5.74
309551,80,1.70,0.000,4.86
309761,80,1.40,0.000,3.75
309866,80,1.00,0.000,3.34
309971,80,1.30,0.714,3.08
310151,80,1.20,0.397,2.69
310256,80,1.40,0.774,2.49
310451,80,0.40,0.000,2.18
310556,80,0.90,1.190,2.22
310661,80,0.50,0.000,2.24
310766,80,1.20,1.667,2.18
310871,80,0.40,0.000,2.15
311066,80,0.80,0.863,2.62
311171,80,0.30,0.000,3.05
311276,80,1.30,2.381,2.87
311381,80,0.70,0.357,3.27
311501,80,1.70,2.351,3.31
311681,80,2.70,3.152,3.56
311786,80,4.19,5.912,3.77
311891,80,3.80,3.505,3.91
311996,80,4.40,4.058,3.61
312101,80,5.10,4.710,3.86
312296,80,4.00,0.090,4.53
312401,80,2.20,0.000,5.57
312566,80,1.30,0.000,7.01
312701,80,1.70,0.741,7.94
312806,80,1.60,0.317,8.01
312971,80,1.90,0.693,8.34
313076,80,1.70,0.043,8.97
313271,80,2.09,0.864,9.43
313376,80,2.20,0.910,9.32
313481,80,2.30,0.920,9.21
313676,80,2.00,0.000,9.51
313781,80,2.20,0.476,9.55
313976,80,2.30,0.506,9.50
314081,80,2.20,0.141,9.31
314186,80,2.00,0.000,9.65
314381,80,2.20,0.387,9.64
314486,80,2.00,0.000,9.50
314681,80,2.80,1.786,9.66
314786,80,3.30,2.530,9.50
314891,80,2.09,0.000,9.98
315086,80,2.20,0.140,9.67
315206,80,2.40,0.522,9.93
315386,80,2.60,1.111,10.01
315491,80,2.50,0.595,9.91
315596,80,2.40,0.208,9.76
315701,80,2.70,0.871,10.01
315806,80,2.20,0.000,9.69
315911,80,2.60,0.952,9.94
316091,80,2.30,0.298,10.02
316196,80,2.70,1.176,10.05
316316,80,2.20,0.000,10.77
316496,80,3.00,1.111,10.88
316601,80,2.80,0.357,10.71
316706,80,2.90,0.506,10.70
316811,80,2.50,0.000,10.30
317006,80,2.80,0.565,11.00
317111,80,3.00,0.900,10.91
317217,80,3.20,1.147,10.69
317321,80,2.90,0.139,10.55
317426,80,3.50,1.533,11.26
317621,80,3.50,0.922,11.29
317726,80,3.30,0.215,11.03
317831,80,3.50,0.638,10.92
317936,80,3.30,0.002,10.48
318131,80,2.90,0.000,11.09
318236,80,3.20,0.714,10.99
318341,80,2.90,0.000,10.79
318446,80,3.60,1.667,10.45
318641,80,3.00,0.481,10.17
318746,80,3.30,1.075,10.56
318911,80,3.40,0.958,10.48
319016,80,3.20,0.242,10.34
319121,80,3.40,0.658,10.33
319316,80,3.50,0.400,10.66
319421,80,3.80,1.014,10.56
319616,80,4.00,1.190,10.39
319721,80,3.80,0.417,10.00
319826,80,3.40,0.000,10.15
320021,80,3.40,0.000,10.41
361057,90,4.90,0.009,3.66
361511,90,4.90,0.007,3.62
361616,90,4.90,0.005,3.58
361811,90,5.00,0.241,2.97
361916,90,5.10,0.419,2.32
362021,90,3.60,0.000,1.96
362216,90,3.50,0.000,1.43
362336,90,4.00,1.042,1.25
362516,90,4.60,1.615,0.98
362621,90,4.30,0.497,0.88
362726,90,4.50,0.849,0.81
362921,90,4.10,0.000,0.70
363026,90,4.10,0.000,0.66
363236,90,4.10,0.000,0.68
363431,90,3.70,0.238,0.61
363626,90,3.40,0.000,0.57
363731,90,2.40,0.000,0.56
363836,90,3.10,1.667,0.55
363941,90,4.40,4.345,0.63
364136,90,4.30,2.057,0.76
364241,90,4.30,1.543,0.71
364346,90,4.60,1.872,0.69
364451,90,5.50,3.546,0.92
364631,90,9.10,7.660,0.77
364736,90,11.30,10.983,0.80
364856,90,13.10,11.987,1.15
365036,90,9.80,4.407,2.24
365141,90,8.50,0.210,2.79
365246,90,7.80,0.000,3.01
365351,90,5.60,0.000,3.97
365546,90,2.90,0.000,4.89
365651,90,2.20,0.000,4.93
365756,90,3.00,1.905,4.91
365861,90,2.60,0.476,4.81
366056,90,2.70,0.508,5.49
366161,90,2.50,0.000,5.57
366266,90,2.50,0.000,5.43
366371,90,2.30,0.000,5.31
366476,90,2.70,0.952,5.44
366671,90,2.90,0.952,5.76
366776,90,3.00,0.952,5.70
366881,90,3.20,1.190,5.58
366986,90,2.90,0.179,5.39
367181,90,2.30,0.000,5.80
367286,90,2.70,0.952,5.85
367451,90,2.70,0.714,5.71
367556,90,2.50,0.060,5.56
367661,90,2.80,0.759,5.35
367856,90,2.30,0.000,5.71
367961,90,2.50,0.476,5.73
368156,90,2.50,0.208,5.73
368261,90,2.90,1.109,5.81
368366,90,2.70,0.355,6.00
368561,90,2.80,0.378,5.93
368666,90,2.70,0.046,5.69
368861,90,2.90,0.413,5.95
368966,90,3.20,1.024,6.06
369071,90,2.90,0.054,6.03
369266,90,2.80,0.000,5.81
369371,90,2.40,0.000,5.86
369566,90,3.00,1.310,5.99
369671,90,3.10,1.220,5.86
369776,90,2.90,0.439,5.84
369881,90,2.50,0.000,5.73
370076,90,2.09,0.000,6.09
370181,90,1.80,0.000,6.06
370286,90,2.09,0.690,6.08
370391,90,2.20,0.780,5.98
370571,90,2.60,1.480,5.91
370676,90,2.80,1.586,5.90
370796,90,3.00,1.606,5.99
370976,90,3.00,1.205,5.89
371081,90,2.90,0.666,5.73
371186,90,2.40,0.000,5.73
371291,90,2.40,0.000,5.84
371486,90,2.60,0.417,5.87
371591,90,2.20,0.000,5.81
371696,90,2.90,1.667,5.67
371801,90,2.60,0.536,5.63
371996,90,2.09,0.452,5.88
372101,90,1.80,0.000,5.88
372206,90,2.20,0.952,5.80
372326,90,2.50,1.339,5.67
372506,90,2.60,1.101,5.85
372611,90,2.30,0.111,5.91
372716,90,2.30,0.083,5.86
372821,90,2.30,0.063,5.69
372926,90,2.30,0.047,5.59
414058,100,1.30,0.029,8.45
414491,100,1.10,0.000,8.58
414596,100,1.10,0.000,8.66
414701,100,1.00,0.000,8.46
414806,100,1.10,0.238,8.02
414911,100,3.30,5.417,7.58
415016,100,4.60,7.158,6.92
415211,100,2.80,0.276,6.26
415316,100,2.90,0.445,5.60
415421,100,2.80,0.096,5.16
415526,100,2.70,0.000,4.72
415721,100,2.80,0.128,3.83
415826,100,2.50,0.000,3.41
415991,100,2.09,0.000,3.02
416096,100,2.00,0.000,2.88
416201,100,1.90,0.000,2.65
416396,100,1.50,0.000,2.47
416501,100,0.90,0.000,2.55
416696,100,0.50,0.000,3.29
416801,100,0.20,0.000,3.12
416906,100,0.50,0.714,3.03
417101,100,7.20,15.818,2.90
417206,100,10.90,20.673,2.87
417401,100,15.80,22.581,3.55
417521,100,14.10,13.394,4.72
417701,100,8.80,0.000,5.84
417806,100,7.30,0.000,6.53
417911,100,5.60,0.000,7.16
418106,100,3.60,0.000,8.18
418211,100,3.30,0.000,7.74
418316,100,3.00,0.000,7.07
418511,100,2.50,0.000,6.41
418616,100,2.09,0.000,6.22
418721,100,1.90,0.000,6.07
418826,100,1.90,0.000,5.88
418931,100,1.90,0.000,5.68
419111,100,1.60,0.000,5.42
419216,100,1.50,0.000,5.93
419336,100,1.50,0.000,5.94
419516,100,1.40,0.000,5.61
419621,100,1.30,0.000,5.35
419726,100,1.20,0.000,5.43
419921,100,1.00,0.000,5.49
420026,100,0.90,0.000,5.36
420131,100,0.90,0.000,5.18
420236,100,0.90,0.000,5.00
420341,100,0.80,0.000,4.95
420536,100,0.70,0.000,5.31
420641,100,0.70,0.000,5.24
420746,100,0.60,0.000,5.13
420851,100,0.50,0.000,4.96
420956,100,0.60,0.238,5.16
421151,100,0.70,0.342,5.41
421256,100,0.50,0.000,5.30
421361,100,0.40,0.000,5.14
421466,100,0.30,0.000,4.85
421661,100,0.10,0.000,5.38
421766,100,0.30,0.476,5.36
421931,100,0.20,0.206,5.22
422036,100,0.20,0.154,5.07
422171,100,0.20,0.116,5.21
422336,100,0.20,0.087,5.53
422441,100,0.20,0.065,5.48
422636,100,0.20,0.037,5.22
422741,100,0.10,0.000,5.05
422846,100,0.20,0.238,5.50
423041,100,0.40,0.610,5.54
423146,100,0.30,0.219,5.40
423341,100,0.20,0.000,5.05
423446,100,0.20,0.000,5.49
423551,100,0.30,0.238,5.59
423746,100,0.30,0.134,5.38
423851,100,0.30,0.100,5.21
424046,100,0.30,0.057,5.51
424151,100,0.30,0.042,5.62
424256,100,0.30,0.032,5.57
424451,100,0.30,0.018,5.29
424556,100,0.40,0.252,5.12
424661,100,0.50,0.427,5.64
424781,100,0.40,0.112,5.75
424961,100,0.30,0.000,5.59
425171,100,0.20,0.000,5.52
425276,100,0.20,0.000,5.78
425456,100,0.30,0.139,5.73
425561,100,0.30,0.104,5.59
425666,100,0.30,0.078,5.29
425861,100,0.30,0.044,5.59
425966,100,0.10,0.000,5.63
