time_ms,power_pct,weight_g,flow_gps,pressure_bar
416386,2,0.00,0.000,0.31
416506,2,0.00,0.000,0.32
416671,2,0.00,0.000,0.34
416776,2,0.00,0.000,0.32
416881,2,0.00,0.000,0.35
417076,2,0.00,0.000,0.34
417181,2,0.00,0.000,0.32
417286,2,0.00,0.000,0.34
417391,2,0.00,0.000,0.31
417496,2,0.00,0.000,0.31
417691,2,0.00,0.000,0.19
417796,2,0.00,0.000,0.31
417901,2,0.00,0.000,0.31
418006,2,0.00,0.000,0.32
418111,2,0.00,0.000,0.37
418306,2,0.00,0.000,0.35
418411,2,0.00,0.000,0.35
418516,2,0.00,0.000,0.31
418621,2,0.00,0.000,0.32
418815,2,0.00,0.000,0.32
418921,2,0.00,0.000,0.32
419026,2,0.00,0.000,0.31
419221,2,0.00,0.000,0.32
419326,2,0.00,0.000,0.33
419491,2,0.00,0.000,0.34
419596,2,0.00,0.000,0.33
419701,2,0.00,0.000,0.34
419896,2,0.00,0.000,0.36
420001,2,0.00,0.000,0.32
420196,2,0.00,0.000,0.32
420301,2,0.00,0.000,0.34
420405,2,0.00,0.000,0.30
420601,2,0.00,0.000,0.31
420706,2,0.00,0.000,0.31
420901,2,0.00,0.000,0.31
421006,2,0.00,0.000,0.33
421111,2,0.00,0.000,0.31
421215,2,0.00,0.000,0.33
421426,2,0.00,0.000,0.35
421621,2,0.00,0.000,0.35
421831,2,0.00,0.000,0.28
422026,2,0.00,0.000,0.32
422206,2,0.00,0.000,0.33
422326,2,0.00,0.000,0.32
422431,2,0.00,0.000,0.32
422536,2,0.00,0.000,0.30
422715,2,0.00,0.000,0.30
422821,2,0.00,0.000,0.31
423015,2,0.00,0.000,0.30
423121,2,0.00,0.000,0.31
426164,3,0.00,0.000,0.46
426540,3,0.00,0.000,0.46
426646,3,0.00,0.000,0.39
426751,3,0.00,0.000,0.43
426946,3,0.00,0.000,0.26
427051,3,0.00,0.000,0.23
427261,3,0.00,0.000,0.19
427456,3,0.00,0.000,0.17
427561,3,0.00,0.000,0.20
427756,3,0.00,0.000,0.20
427861,3,0.00,0.000,0.20
427966,3,0.00,0.000,0.19
428161,3,0.00,0.000,0.19
428266,3,0.00,0.000,0.20
428371,3,0.00,0.000,0.19
428476,3,0.00,0.000,0.19
428656,3,0.00,0.000,0.20
428760,3,0.00,0.000,0.19
428896,3,0.00,0.000,0.09
429061,3,0.00,0.000,0.22
429166,3,0.00,0.000,0.22
429271,3,0.00,0.000,0.20
429376,3,0.00,0.000,0.20
429571,3,0.00,0.000,0.21
429675,3,0.00,0.000,0.20
429781,3,0.00,0.000,0.19
429885,3,0.00,0.000,0.20
430081,3,0.00,0.000,0.19
430186,3,0.00,0.000,0.19
430291,3,0.00,0.000,0.20
430396,3,0.00,0.000,0.20
430501,3,0.00,0.000,0.21
430696,3,0.00,0.000,0.19
430801,3,0.00,0.000,0.19
430906,3,0.00,0.000,0.19
431071,3,0.00,0.000,0.21
431206,3,0.00,0.000,0.21
431310,3,0.00,0.000,0.21
431476,3,0.00,0.000,0.22
431581,3,0.00,0.000,0.20
431776,3,0.00,0.000,0.22
431881,3,0.00,0.000,0.21
431986,3,0.00,0.000,0.22
432181,3,0.00,0.000,0.21
432286,3,0.00,0.000,0.22
432481,3,0.00,0.000,0.21
432586,3,0.00,0.000,0.23
432691,3,0.00,0.000,0.21
432886,3,0.00,0.000,0.22
432990,3,0.00,0.000,0.23
433186,3,0.00,0.000,0.20
433291,3,0.00,0.000,0.21
433396,3,0.00,0.000,0.19
433591,3,0.00,0.000,0.20
433696,3,0.00,0.000,0.19
433801,3,0.00,0.000,0.19
433995,3,0.00,0.000,0.20
434101,3,0.00,0.000,0.19
434206,3,0.00,0.000,0.19
434311,3,0.00,0.000,0.19
434491,3,0.00,0.000,0.19
434596,3,0.00,0.000,0.19
434701,3,0.00,0.000,0.20
434821,3,0.00,0.000,0.19
435001,3,0.00,0.000,0.19
435106,3,0.00,0.000,0.19
435211,3,0.00,0.000,0.18
435406,3,0.00,0.000,0.21
435511,3,0.00,0.000,0.22
435616,3,0.00,0.000,0.21
435721,3,0.00,0.000,0.19
435826,3,0.00,0.000,0.19
436021,3,0.00,0.000,0.19
436126,3,0.00,0.000,0.22
436231,3,0.00,0.000,0.21
436336,3,0.00,0.000,0.18
436441,3,0.00,0.000,0.19
436636,3,0.00,0.000,0.21
436741,3,0.00,0.000,0.20
436846,3,0.00,0.000,0.17
436951,3,0.00,0.000,0.20
437146,3,0.00,0.000,0.21
437251,3,0.00,0.000,0.19
437416,3,0.00,0.000,0.20
437521,3,0.00,0.000,0.22
437656,3,0.00,0.000,0.21
437821,3,0.00,0.000,0.21
437926,3,0.00,0.000,0.21
438121,3,0.00,0.000,0.22
441165,4,0.00,0.000,0.27
441556,4,0.00,0.000,0.25
441661,4,0.00,0.000,0.28
441766,4,0.00,0.000,0.27
441961,4,0.00,0.000,0.17
442066,4,0.00,0.000,0.15
442171,4,0.00,0.000,0.10
442275,4,0.00,0.000,0.10
442381,4,0.00,0.000,0.10
442576,4,0.00,0.000,0.10
442681,4,0.00,0.000,0.12
442786,4,0.00,0.000,0.10
442891,4,0.00,0.000,0.10
443086,4,0.00,0.000,0.13
443190,4,0.00,0.000,0.13
443296,4,0.00,0.000,0.14
443461,4,0.00,0.000,0.14
443596,4,0.00,0.000,0.01
443761,4,0.00,0.000,0.15
443866,4,0.00,0.000,0.14
443970,4,0.00,0.000,0.15
444165,4,0.00,0.000,0.10
444271,4,0.00,0.000,0.15
444466,4,0.00,0.000,0.13
444571,4,0.00,0.000,0.15
444676,4,0.00,0.000,0.16
444871,4,0.00,0.000,0.15
444976,4,0.00,0.000,0.16
445171,4,0.00,0.000,0.14
445276,4,0.00,0.000,0.15
445381,4,0.00,0.000,0.15
445576,4,0.00,0.000,0.13
445681,4,0.00,0.000,0.15
445786,4,0.00,0.000,0.14
445890,4,0.00,0.000,0.13
446086,4,0.00,0.000,0.13
446191,4,0.00,0.000,0.19
446296,4,0.00,0.000,0.15
446476,4,0.00,0.000,0.14
446596,4,0.00,0.000,0.13
446701,4,0.00,0.000,0.13
446821,4,0.00,0.000,0.16
446986,4,0.00,0.000,0.12
447091,4,0.00,0.000,0.14
447286,4,0.00,0.000,0.10
447391,4,0.00,0.000,0.14
447496,4,0.00,0.000,0.14
447601,4,0.00,0.000,0.15
447706,4,0.00,0.000,0.15
447901,4,0.00,0.000,0.14
448006,4,0.00,0.000,0.12
448111,4,0.00,0.000,0.15
448216,4,0.00,0.000,0.14
448411,4,0.00,0.000,0.16
448516,4,0.00,0.000,0.15
448621,4,0.00,0.000,0.15
448726,4,0.00,0.000,0.15
448831,4,0.00,0.000,0.13
449026,4,0.00,0.000,0.14
449131,4,0.00,0.000,0.13
449296,4,0.00,0.000,0.15
449401,4,0.00,0.000,0.14
449536,4,0.00,0.000,0.13
449640,4,0.00,0.000,0.15
449806,4,0.00,0.000,0.15
449911,4,0.00,0.000,0.14
450106,4,0.00,0.000,0.15
450211,4,0.00,0.000,0.15
450316,4,0.00,0.000,0.12
450511,4,0.00,0.000,0.14
450616,4,0.00,0.000,0.16
450811,4,0.00,0.000,0.14
450916,4,0.00,0.000,0.15
451020,4,0.00,0.000,0.19
451216,4,0.00,0.000,0.15
451321,4,0.00,0.000,0.16
451516,4,0.00,0.000,0.14
451621,4,0.00,0.000,0.18
451726,4,0.00,0.000,0.18
451831,4,0.00,0.000,0.17
451936,4,0.00,0.000,0.15
452131,4,0.00,0.000,0.17
452236,4,0.00,0.000,0.15
452341,4,0.00,0.000,0.16
452536,4,0.00,0.000,0.15
452641,4,0.00,0.000,0.17
452745,4,0.00,0.000,0.15
452926,4,0.00,0.000,0.17
453031,4,0.00,0.000,0.16
456166,5,0.00,0.000,0.28
456556,5,0.00,0.000,0.28
456750,5,0.00,0.000,0.24
456856,5,0.00,0.000,0.44
456961,5,0.00,0.000,0.10
457156,5,0.00,0.000,0.14
457261,5,0.00,0.000,0.14
457366,5,0.00,0.000,0.13
457561,5,0.00,0.000,0.49
457666,5,0.00,0.000,0.00
457861,5,0.00,0.000,0.14
457966,5,0.00,0.000,0.00
458071,5,0.00,0.000,2.15
458266,5,0.00,0.000,0.04
458386,5,0.00,0.000,0.18
458491,5,0.00,0.000,0.00
458671,5,0.00,0.000,0.00
458866,5,0.00,0.000,0.20
458986,5,0.00,0.000,0.17
459091,5,0.00,0.000,0.14
459271,5,0.00,0.000,0.15
459376,5,0.00,0.000,0.15
459481,5,0.00,0.000,0.17
459676,5,0.00,0.000,0.16
459781,5,0.00,0.000,0.16
459886,5,0.00,0.000,1.70
459991,5,0.00,0.000,0.00
460096,5,0.00,0.000,0.21
460291,5,0.00,0.000,0.16
460396,5,0.00,0.000,0.18
460501,5,0.00,0.000,0.24
460606,5,0.00,0.000,0.00
460711,5,0.00,0.000,0.13
460906,5,0.00,0.000,0.32
461011,5,0.00,0.000,0.15
461116,5,0.00,0.000,0.00
461221,5,0.00,0.000,0.00
461416,5,0.00,0.000,0.27
461521,5,0.00,0.000,0.17
461686,5,0.00,0.000,0.20
461791,5,0.00,0.000,0.22
461926,5,0.00,0.000,0.19
462091,5,0.00,0.000,0.46
462196,5,0.00,0.000,0.00
462391,5,0.00,0.000,0.07
462496,5,0.00,0.000,0.21
462601,5,0.00,0.000,0.17
462796,5,0.00,0.000,0.06
462901,5,0.00,0.000,0.25
463096,5,0.00,0.000,0.40
463201,5,0.00,0.000,0.17
463306,5,0.00,0.000,0.20
463501,5,0.00,0.000,0.73
463606,5,0.00,0.000,0.06
463801,5,0.00,0.000,0.00
463906,5,0.00,0.000,0.44
464011,5,0.00,0.000,0.00
464206,5,0.00,0.000,0.19
464311,5,0.00,0.000,0.23
464415,5,0.00,0.000,0.21
464521,5,0.00,0.000,0.45
464626,5,0.00,0.000,0.20
464805,5,0.00,0.000,0.21
464926,5,0.00,0.000,0.24
465031,5,0.00,0.000,0.22
465211,5,0.00,0.000,0.24
465316,5,0.00,0.000,0.24
465421,5,0.00,0.000,0.18
465616,5,0.00,0.000,0.22
465721,5,0.00,0.000,0.24
465826,5,0.00,0.000,0.21
465931,5,0.00,0.000,0.27
466036,5,0.00,0.000,0.25
466231,5,0.00,0.000,0.24
466336,5,0.00,0.000,0.22
466440,5,0.00,0.000,0.23
466545,5,0.00,0.000,0.23
466651,5,0.00,0.000,0.22
466846,5,0.00,0.000,1.67
466951,5,0.00,0.000,0.04
467056,5,0.00,0.000,0.22
467161,5,0.00,0.000,0.26
467356,5,0.00,0.000,1.05
467461,5,0.00,0.000,0.10
467566,5,0.00,0.000,0.23
467731,5,0.00,0.000,0.17
467866,5,0.00,0.000,0.23
468061,5,0.00,0.000,0.26
471167,6,0.00,0.000,0.34
471556,6,0.00,0.000,0.32
471661,6,0.00,0.000,0.35
471766,6,0.00,0.000,0.32
471871,6,0.00,0.000,0.00
471976,6,0.00,0.000,0.36
472185,6,0.00,0.000,0.16
472381,6,0.00,0.000,0.16
472486,6,0.00,0.000,0.72
472681,6,0.00,0.000,1.12
472786,6,0.00,0.000,0.02
472891,6,0.00,0.000,0.20
472995,6,0.00,0.000,0.32
473101,6,0.00,0.000,0.00
473296,6,0.00,0.000,0.04
473401,6,0.00,0.000,0.19
473506,6,0.00,0.000,0.18
473671,6,0.00,0.000,0.17
473806,6,0.00,0.000,0.00
473911,6,0.00,0.000,0.43
474076,6,0.00,0.000,0.13
474181,6,0.00,0.000,0.06
474376,6,0.00,0.000,0.07
474481,6,0.00,0.000,0.16
474586,6,0.00,0.000,0.00
474781,6,0.00,0.000,0.00
474886,6,0.00,0.000,0.32
475081,6,0.00,0.000,0.00
475186,6,0.00,0.000,0.43
475381,6,0.00,0.000,0.20
475486,6,0.00,0.000,0.21
475591,6,0.00,0.000,0.21
475786,6,0.00,0.000,0.22
475906,6,0.00,0.000,0.07
476086,6,0.00,0.000,0.22
476206,6,0.00,0.000,0.22
476311,6,0.00,0.000,0.22
476506,6,0.00,0.000,0.24
476611,6,0.00,0.000,0.23
476821,6,0.00,0.000,0.24
477016,6,0.00,0.000,0.38
477196,6,0.00,0.000,0.00
477301,6,0.00,0.000,0.15
477496,6,0.00,0.000,0.10
477601,6,0.00,0.000,0.32
477706,6,0.00,0.000,0.59
477811,6,0.00,0.000,0.09
478006,6,0.00,0.000,0.14
478111,6,0.00,0.000,0.44
478216,6,0.00,0.000,0.35
478321,6,0.00,0.000,0.37
478426,6,0.00,0.000,0.22
478621,6,0.00,0.000,0.32
478726,6,0.00,0.000,0.00
478831,6,0.00,0.000,0.38
478935,6,0.00,0.000,0.23
479041,6,0.00,0.000,0.32
479236,6,0.00,0.000,0.27
479341,6,0.00,0.000,0.22
479446,6,0.00,0.000,0.26
479611,6,0.00,0.000,0.30
479746,6,0.00,0.000,0.27
479851,6,0.00,0.000,0.00
480016,6,0.00,0.000,0.00
480121,6,0.00,0.000,1.37
480316,6,0.00,0.000,1.50
480421,6,0.00,0.000,0.37
480526,6,0.00,0.000,0.30
480721,6,0.00,0.000,0.30
480826,6,0.00,0.000,0.31
481021,6,0.00,0.000,0.22
481126,6,0.00,0.000,0.26
481231,6,0.00,0.000,0.00
481426,6,0.00,0.000,0.00
481531,6,0.00,0.000,0.35
481726,6,0.00,0.000,1.30
481831,6,0.00,0.000,0.32
481936,6,0.00,0.000,0.29
482131,6,0.00,0.000,0.27
482236,6,0.00,0.000,0.34
482341,6,0.00,0.000,0.31
482536,6,0.00,0.000,0.31
482656,6,0.00,0.000,0.29
482851,6,0.00,0.000,0.31
483031,6,0.00,0.000,0.31
483136,6,0.00,0.000,0.31
486168,7,0.00,0.000,0.43
486556,7,0.00,0.000,0.45
486661,7,0.00,0.000,0.39
486766,7,0.00,0.000,0.39
486870,7,0.00,0.000,0.28
487066,7,0.00,0.000,0.22
487170,7,0.00,0.000,0.20
487366,7,0.00,0.000,0.20
487470,7,0.00,0.000,0.22
487576,7,0.00,0.000,0.21
487770,7,0.00,0.000,0.20
487876,7,0.00,0.000,0.24
488086,7,0.00,0.000,0.09
488281,7,0.00,0.000,0.23
488476,7,0.00,0.000,0.23
488596,7,0.00,0.000,0.20
488701,7,0.00,0.000,0.21
488911,7,0.00,0.000,0.20
489076,7,0.00,0.000,0.22
489196,7,0.00,0.000,0.29
489301,7,0.00,0.000,0.00
489481,7,0.00,0.000,1.17
489586,7,0.00,0.000,0.07
489691,7,0.00,0.000,0.43
489886,7,0.00,0.000,0.24
489991,7,0.00,0.000,0.21
490095,7,0.00,0.000,0.22
490200,7,0.00,0.000,0.14
490306,7,0.00,0.000,1.21
490501,7,0.00,0.000,0.38
490606,7,0.00,0.000,0.00
490711,7,0.00,0.000,0.21
490816,7,0.00,0.000,0.20
490920,7,0.00,0.000,1.20
491116,7,0.00,0.000,0.00
491220,7,0.00,0.000,0.00
491326,7,0.00,0.000,0.28
491431,7,0.00,0.000,1.13
491625,7,0.00,0.000,0.23
491731,7,0.00,0.000,0.27
491836,7,0.00,0.000,0.24
492001,7,0.00,0.000,0.26
492136,7,0.00,0.000,0.24
492301,7,0.00,0.000,0.27
492406,7,0.00,0.000,0.27
492511,7,0.00,0.000,0.31
492706,7,0.00,0.000,0.24
492811,7,0.00,0.000,0.26
493006,7,0.00,0.000,0.26
493111,7,0.00,0.000,0.24
493216,7,0.00,0.000,0.27
493411,7,0.00,0.000,0.00
493516,7,0.00,0.000,0.26
493710,7,0.00,0.000,0.34
493816,7,0.00,0.000,0.27
493920,7,0.00,0.000,0.04
494116,7,0.00,0.000,0.23
494221,7,0.00,0.000,0.30
494416,7,0.00,0.000,0.27
494520,7,0.00,0.000,0.28
494626,7,0.00,0.000,0.29
494731,7,0.00,0.000,0.28
494926,7,0.00,0.000,0.31
495136,7,0.00,0.000,0.26
495241,7,0.00,0.000,0.29
495346,7,0.00,0.000,0.29
495526,7,0.00,0.000,0.28
495631,7,0.00,0.000,0.28
495826,7,0.00,0.000,0.95
495931,7,0.00,0.000,0.28
496036,7,0.00,0.000,0.03
496140,7,0.00,0.000,0.00
496246,7,0.00,0.000,0.26
496441,7,0.00,0.000,0.00
496546,7,0.00,0.000,0.48
496651,7,0.00,0.000,0.00
496756,7,0.00,0.000,0.33
496951,7,0.00,0.000,0.32
497056,7,0.00,0.000,0.31
497161,7,0.00,0.000,0.34
497266,7,0.00,0.000,0.32
497370,7,0.00,0.000,0.30
497566,7,0.00,0.000,0.36
497670,7,0.00,0.000,0.39
497776,7,0.00,0.000,0.76
497941,7,0.00,0.000,0.36
498076,7,0.00,0.000,0.84
501169,8,0.00,0.000,0.50
501571,8,0.00,0.000,0.57
501766,8,0.00,0.000,0.49
501871,8,0.00,0.000,0.24
501976,8,0.00,0.000,0.23
502081,8,0.00,0.000,0.27
502276,8,0.00,0.000,0.14
502381,8,0.00,0.000,0.24
502486,8,0.00,0.000,0.22
502591,8,0.00,0.000,0.20
502696,8,0.00,0.000,0.03
502891,8,0.00,0.000,0.16
503101,8,0.00,0.000,0.31
503206,8,0.00,0.000,0.23
503311,8,0.00,0.000,0.67
503506,8,0.00,0.000,0.16
503611,8,0.00,0.000,0.24
503716,8,0.00,0.000,0.00
503881,8,0.00,0.000,0.00
504016,8,0.00,0.000,0.31
504121,8,0.00,0.000,0.29
504286,8,0.00,0.000,0.24
504390,8,0.00,0.000,0.75
504586,8,0.00,0.000,0.49
504691,8,0.00,0.000,0.76
504796,8,0.00,0.000,0.28
504991,8,0.00,0.000,0.24
505096,8,0.00,0.000,0.25
505291,8,0.00,0.000,0.26
505396,8,0.00,0.000,0.05
505501,8,0.00,0.000,0.00
505711,8,0.00,0.000,0.77
505891,8,0.00,0.000,0.28
505996,8,0.00,0.000,0.79
506101,8,0.00,0.000,0.00
506206,8,0.00,0.000,0.20
506326,8,0.00,0.000,0.57
506506,8,0.00,0.000,0.04
506611,8,0.00,0.000,0.00
506716,8,0.00,0.000,0.19
506911,8,0.00,0.000,0.32
507016,8,0.00,0.000,0.32
507121,8,0.00,0.000,0.31
507226,8,0.00,0.000,0.33
507406,8,0.00,0.000,0.32
507526,8,0.00,0.000,0.36
507631,8,0.00,0.000,0.31
507810,8,0.00,0.000,0.30
507916,8,0.00,0.000,0.57
508089,8,0.00,0.000,0.19
508216,8,0.00,0.000,0.55
508321,8,0.00,0.000,0.00
508426,8,0.00,0.000,0.57
508531,8,0.00,0.000,0.45
508636,8,0.00,0.000,0.52
508816,8,0.00,0.000,0.35
508936,8,0.00,0.000,0.34
509041,8,0.00,0.000,0.51
509146,8,0.00,0.000,0.37
509341,8,0.00,0.000,0.37
509446,8,0.00,0.000,0.36
509551,8,0.00,0.000,0.00
509656,8,0.00,0.000,0.60
509761,8,0.00,0.000,0.06
509956,8,0.00,0.000,0.30
510061,8,0.00,0.000,0.44
510226,8,0.00,0.000,0.35
510331,8,0.00,0.000,0.38
510466,8,0.00,0.000,0.35
510631,8,0.00,0.000,0.39
510736,8,0.00,0.000,0.24
510931,8,0.00,0.000,0.43
511036,8,0.00,0.000,0.23
511141,8,0.00,0.000,0.50
511336,8,0.00,0.000,0.38
511441,8,0.00,0.000,0.45
511546,8,0.00,0.000,0.44
511741,8,0.00,0.000,0.34
511846,8,0.00,0.000,0.39
512041,8,0.00,0.000,0.44
512146,8,0.00,0.000,0.44
512251,8,0.00,0.000,0.00
512446,8,0.00,0.000,0.49
512551,8,0.00,0.000,0.45
512746,8,0.00,0.000,0.45
512851,8,0.00,0.000,0.43
512956,8,0.00,0.000,0.44
513061,8,0.00,0.000,0.00
516170,9,0.00,0.000,0.60
516571,9,0.00,0.000,0.68
516676,9,0.00,0.000,0.68
516781,9,0.00,0.000,0.67
516976,9,0.00,0.000,0.38
517081,9,0.00,0.000,0.32
517276,9,0.00,0.000,0.26
517381,9,0.00,0.000,0.28
517486,9,0.00,0.000,0.02
517681,9,0.00,0.000,0.31
517786,9,0.00,0.000,0.00
517981,9,0.00,0.000,0.01
518086,9,0.00,0.000,0.00
518191,9,0.00,0.000,0.56
518386,9,0.00,0.000,0.26
518506,9,0.00,0.000,0.04
518701,9,0.00,0.000,0.17
518806,9,0.00,0.000,0.02
519001,9,0.00,0.000,0.32
519121,9,0.00,0.000,0.31
519226,9,0.00,0.000,0.38
519421,9,0.00,0.000,0.36
519631,9,0.00,0.000,0.32
519796,9,0.00,0.000,0.33
519901,9,0.00,0.000,0.34
520096,9,0.00,0.000,0.34
520201,9,0.00,0.000,0.34
520306,9,0.00,0.000,0.32
520411,9,0.00,0.000,0.31
520606,9,0.00,0.000,0.17
520711,9,0.00,0.000,0.16
520816,9,0.00,0.000,0.00
520921,9,0.00,0.000,0.58
521026,9,0.00,0.000,0.15
521221,9,0.00,0.000,0.39
521326,9,0.00,0.000,0.37
521431,9,0.00,0.000,0.37
521536,9,0.00,0.000,0.36
521641,9,0.00,0.000,0.36
521836,9,0.00,0.000,0.36
521941,9,0.00,0.000,0.37
522046,9,0.00,0.000,0.38
522211,9,0.00,0.000,0.38
522346,9,0.00,0.000,0.26
522511,9,0.00,0.000,0.43
522616,9,0.00,0.000,0.38
522721,9,0.00,0.000,0.38
522915,9,0.00,0.000,0.38
523021,9,0.00,0.000,0.38
523216,9,0.00,0.000,0.49
523321,9,0.00,0.000,0.44
523426,9,0.00,0.000,0.43
523621,9,0.00,0.000,0.49
523726,9,0.00,0.000,0.40
523921,9,0.00,0.000,0.36
524026,9,0.00,0.000,0.43
524131,9,0.00,0.000,0.44
524326,9,0.00,0.000,0.45
524431,9,0.00,0.000,0.22
524536,9,0.00,0.000,0.00
524641,9,0.00,0.000,0.36
524836,9,0.00,0.000,0.45
524956,9,0.00,0.000,0.46
525061,9,0.00,0.000,0.45
525226,9,0.00,0.000,0.46
525346,9,0.00,0.000,0.00
525466,9,0.00,0.000,0.35
525631,9,0.00,0.000,2.72
525736,9,0.00,0.000,0.72
525871,9,0.00,0.000,0.53
526036,9,0.00,0.000,0.49
526141,9,0.00,0.000,0.52
526246,9,0.00,0.000,0.50
526351,9,0.00,0.000,0.52
526546,9,0.00,0.000,0.52
526651,9,0.00,0.000,0.00
526756,9,0.00,0.000,0.30
526861,9,0.00,0.000,0.95
526966,9,0.00,0.000,0.00
527161,9,0.00,0.000,0.51
527266,9,0.00,0.000,0.00
527371,9,0.00,0.000,0.33
527476,9,0.00,0.000,0.82
527581,9,0.00,0.000,2.12
527776,9,0.00,0.000,1.19
527881,9,0.00,0.000,0.61
527986,9,0.00,0.000,0.57
531171,10,0.00,0.000,0.77
531571,10,0.00,0.000,0.81
531676,10,0.00,0.000,0.78
531796,10,0.00,0.000,0.80
531901,10,0.00,0.000,0.89
532081,10,0.00,0.000,0.58
532186,10,0.00,0.000,1.49
532291,10,0.00,0.000,0.29
532396,10,0.00,0.000,0.61
532591,10,0.00,0.000,0.54
532696,10,0.00,0.000,1.50
532801,10,0.00,0.000,0.45
532906,10,0.00,0.000,0.14
533101,10,0.00,0.000,0.30
533206,10,0.00,0.000,0.89
533311,10,0.00,0.000,1.52
533416,10,0.00,0.000,0.54
533520,10,0.00,0.000,0.99
533716,10,0.00,0.000,0.70
533821,10,0.00,0.000,0.00
533926,10,0.00,0.000,1.51
534031,10,0.00,0.000,0.62
534225,10,0.00,0.000,1.42
534331,10,0.00,0.000,0.80
534495,10,0.00,0.000,0.78
534601,10,0.00,0.000,1.50
534736,10,0.00,0.000,0.00
534901,10,0.00,0.000,0.00
535006,10,0.00,0.000,0.34
535201,10,0.00,0.000,0.50
535306,10,0.00,0.000,0.29
