time_ms,power_pct,weight_g,flow_gps,pressure_bar
209311,10,0.00,0.000,3.89
209416,10,0.00,0.000,3.37
212494,15,0.00,0.000,5.77
212971,15,0.00,0.000,5.79
213076,15,0.00,0.000,5.84
213241,15,0.00,0.000,0.00
213346,15,0.00,0.000,0.62
213541,15,0.00,0.000,0.67
213646,15,0.00,0.000,0.73
213751,15,0.00,0.000,0.81
213946,15,0.00,0.000,0.89
214051,15,0.00,0.000,1.13
214246,15,0.00,0.000,1.14
214351,15,0.00,0.000,2.35
214456,15,0.00,0.000,0.95
214651,15,0.00,0.000,0.00
214756,15,0.00,0.000,1.11
214861,15,0.00,0.000,0.77
215056,15,0.00,0.000,1.10
215161,15,0.00,0.000,1.44
215355,15,0.00,0.000,1.17
215476,15,0.00,0.000,0.00
215671,15,0.00,0.000,1.95
215866,15,0.00,0.000,1.51
215986,15,0.00,0.000,1.14
216181,15,0.00,0.000,1.71
216391,15,0.00,0.000,1.88
216586,15,0.00,0.000,1.95
216766,15,0.00,0.000,0.83
216871,15,0.00,0.000,2.25
216976,15,0.00,0.000,1.12
217081,15,0.00,0.000,2.32
217275,15,0.00,0.000,1.50
217381,15,0.00,0.000,2.65
217591,15,0.00,0.000,3.99
217785,15,0.00,0.000,2.91
217891,15,0.00,0.000,2.84
217996,15,0.00,0.000,3.37
218101,15,0.00,0.000,3.62
218206,15,0.00,0.000,3.49
218401,15,0.00,0.000,3.98
218505,15,0.00,0.000,5.11
218611,15,0.00,0.000,4.18
218716,15,0.00,0.000,4.55
218911,15,0.00,0.000,4.55
219016,15,0.00,0.000,6.90
219181,15,0.00,0.000,4.17
219286,15,0.00,0.000,4.86
219391,15,0.00,0.000,5.12
219586,15,0.00,0.000,5.17
219691,15,0.00,0.000,5.41
219796,15,0.00,0.000,5.41
219991,15,0.00,0.000,7.49
220096,15,0.00,0.000,5.79
220291,15,0.00,0.000,6.00
220396,15,0.00,0.000,6.21
220591,15,0.00,0.000,6.38
220696,15,0.00,0.000,6.49
220801,15,0.00,0.000,6.80
220996,15,0.00,0.000,7.48
221101,15,0.00,0.000,8.46
221311,15,0.00,0.000,7.57
221506,15,0.00,0.000,7.36
221611,15,0.00,0.000,8.08
221716,15,0.00,0.000,7.48
221821,15,0.00,0.000,7.51
222016,15,0.00,0.000,7.90
222135,15,0.00,0.000,8.12
222301,15,0.00,0.000,8.31
222406,15,0.00,0.000,9.28
222526,15,0.00,0.000,8.59
222706,15,0.00,0.000,8.16
222811,15,0.20,0.476,8.79
222916,15,0.20,0.357,9.17
223111,15,0.20,0.238,8.86
223216,15,0.10,0.000,9.27
223321,15,0.20,0.238,8.98
223426,15,0.40,0.655,9.36
223531,15,0.30,0.253,8.99
223726,15,0.30,0.113,9.46
223831,15,0.40,0.322,9.09
223936,15,0.30,0.004,9.38
224041,15,0.50,0.479,9.10
224146,15,0.60,0.597,9.07
224340,15,0.50,0.128,8.91
224446,15,0.40,0.000,8.97
227495,20,0.80,0.033,6.81
227851,20,0.80,0.025,6.90
227956,20,0.80,0.018,6.91
228061,20,0.80,0.014,6.96
228166,20,0.80,0.010,0.00
228376,20,0.80,0.008,1.03
228481,20,0.80,0.006,0.88
228586,20,0.80,0.004,0.90
228751,20,0.80,0.003,1.06
228856,20,0.80,0.002,1.64
