time_ms,power_pct,weight_g,flow_gps,pressure_bar,clicks_total,clicks_per_s
225776,55.0,100.20,4.346,0.84,346,28.57
225911,55.0,100.60,4.000,1.10,351,37.04
226075,55.0,101.50,4.372,1.20,356,30.49
226181,55.0,101.90,4.222,0.46,360,37.74
226376,55.0,102.70,4.161,0.54,366,30.77
226481,55.0,103.10,4.073,0.96,370,38.10
226586,55.0,103.50,4.007,0.00,373,28.57
229723,70.0,110.50,3.629,0.07,0,0.00
230111,70.0,110.50,2.722,0.00,0,0.00
230216,70.0,110.50,2.041,0.00,0,0.00
230321,70.0,110.50,1.531,0.06,0,0.00
230441,70.0,110.50,1.148,1.65,5,41.67
230621,70.0,110.80,1.479,0.00,12,38.89
230816,70.0,111.40,2.231,0.40,21,46.15
230936,70.0,111.70,2.298,1.73,26,41.67
231041,70.0,111.60,1.486,0.00,30,38.10
231146,70.0,111.60,1.114,0.00,34,38.10
231341,70.0,111.70,0.835,0.13,42,41.03
231446,70.0,111.80,0.864,1.28,47,47.62
231566,70.0,112.10,1.273,0.00,52,41.67
231716,70.0,112.90,2.288,0.00,58,40.00
231851,70.0,113.50,2.827,0.22,64,44.44
232016,70.0,114.50,3.636,0.00,71,42.42
232121,70.0,115.00,3.917,0.00,75,38.10
232226,70.0,115.40,3.890,0.00,79,38.10
232421,70.0,116.50,4.659,0.21,88,46.15
232526,70.0,117.00,4.684,0.00,92,38.10
232736,70.0,118.00,4.718,0.06,101,42.86
232931,70.0,118.90,4.648,0.00,109,41.03
233141,70.0,119.90,4.698,0.03,118,42.86
233321,70.0,120.80,4.795,0.18,126,44.44
233426,70.0,121.30,4.787,0.59,130,38.10
233531,70.0,121.80,4.781,0.00,134,38.10
233651,70.0,122.30,4.627,0.00,140,50.00
233831,70.0,123.30,4.859,1.04,147,38.89
233936,70.0,123.80,4.835,0.28,152,47.62
234041,70.0,124.30,4.817,0.00,156,38.10
234146,70.0,124.70,4.565,0.00,160,38.10
234341,70.0,125.70,4.800,1.23,168,41.03
234536,70.0,126.70,4.932,0.00,177,46.15
234641,70.0,127.20,4.890,0.00,181,38.10
234851,70.0,128.20,4.834,0.00,190,42.86
234956,70.0,128.60,4.578,0.77,194,38.10
235151,70.0,130.10,5.356,0.00,203,46.15
235361,70.0,131.10,5.096,0.00,211,38.10
235541,70.0,132.10,5.211,0.00,219,44.44
235646,70.0,132.50,4.861,0.00,223,38.10
235766,70.0,133.00,4.687,0.04,228,41.67
235946,70.0,134.00,5.067,0.00,236,44.44
236051,70.0,134.50,4.991,0.00,240,38.10
236156,70.0,135.00,4.934,0.00,245,47.62
236261,70.0,135.50,4.891,0.15,249,38.10
236366,70.0,136.00,4.858,0.21,253,38.10
236471,70.0,136.39,4.572,0.00,258,47.62
236666,70.0,137.39,4.804,0.00,266,41.03
236771,70.0,137.89,4.794,0.10,271,47.62
236876,70.0,138.39,4.786,0.79,275,38.10
236981,70.0,138.89,4.780,0.00,279,38.10
237086,70.0,139.39,4.775,0.00,284,47.62
237281,70.0,140.39,4.945,0.38,292,41.03
237386,70.0,140.80,4.685,0.24,296,38.10
237491,70.0,141.20,4.466,0.00,301,47.62
237701,70.0,142.20,4.540,0.00,309,38.10
237851,70.0,143.20,4.794,0.00,315,40.00
237956,70.0,143.70,5.111,0.00,320,47.62
238061,70.0,144.30,5.262,0.00,324,38.10
238166,70.0,144.70,4.899,0.00,329,47.62
238361,70.0,145.70,4.988,0.00,337,41.03
238466,70.0,146.20,4.931,0.00,341,38.10
238661,70.0,147.10,4.798,0.00,350,46.15
238766,70.0,147.60,4.789,0.00,354,38.10
238871,70.0,148.10,4.782,0.00,359,47.62
239066,70.0,149.00,4.714,0.00,366,35.90
239171,70.0,149.39,4.464,0.00,371,47.62
239366,70.0,150.50,5.005,0.00,379,41.03
239471,70.0,150.89,4.682,0.00,384,47.62
239576,70.0,151.39,4.702,0.00,388,38.10
239771,70.0,152.30,4.663,0.00,397,46.15
239876,70.0,152.80,4.688,0.00,401,38.10
240071,70.0,153.70,4.631,0.00,409,41.03
240176,70.0,154.10,4.426,0.00,413,38.10
240281,70.0,154.60,4.510,0.00,418,47.62
240476,70.0,155.50,4.531,0.00,426,41.03
240581,70.0,156.10,4.827,0.00,430,38.10
240686,70.0,156.50,4.572,0.00,434,38.10
240791,70.0,156.89,4.358,0.00,439,47.62
240896,70.0,157.10,3.768,0.00,443,38.10
241076,70.0,158.20,4.759,0.00,451,44.44
241181,70.0,158.70,4.759,0.00,455,38.10
241301,70.0,159.30,4.820,0.00,460,41.67
241481,70.0,160.20,4.865,0.00,468,44.44
241586,70.0,160.70,4.839,0.00,472,38.10
241691,70.0,161.60,5.772,0.00,477,47.62
244724,85.0,168.10,4.865,0.00,0,0.00
245111,85.0,168.10,3.649,0.00,0,0.00
245216,85.0,168.10,2.736,0.00,0,0.00
245411,85.0,168.40,2.224,0.00,6,30.77
245516,85.0,168.40,1.668,0.00,11,47.62
245711,85.0,168.90,2.069,0.00,22,56.41
245816,85.0,169.30,2.504,0.01,27,47.62
245921,85.0,169.50,2.354,0.13,33,57.14
246116,85.0,169.40,1.086,0.00,42,46.15
246221,85.0,169.50,1.053,0.00,48,57.14
246416,85.0,169.50,0.592,0.00,57,46.15
246521,85.0,169.70,0.920,0.00,63,57.14
246626,85.0,170.20,1.881,0.06,68,47.62
246731,85.0,170.70,2.601,0.00,74,57.14
246836,85.0,171.20,3.141,0.00,79,47.62
246941,85.0,171.70,3.546,0.00,85,57.14
247121,85.0,172.80,4.188,0.00,94,50.00
247241,85.0,173.40,4.391,0.00,100,50.00
247346,85.0,173.90,4.483,0.00,105,47.62
247526,85.0,175.00,4.890,0.00,114,50.00
247631,85.0,175.60,5.096,0.00,119,47.62
247736,85.0,176.10,5.013,0.00,125,57.14
247931,85.0,177.20,5.290,0.00,135,51.28
248036,85.0,177.70,5.158,0.00,141,57.14
248141,85.0,178.80,6.487,0.00,146,47.62
248246,85.0,179.30,6.056,0.00,151,47.62
248441,85.0,180.40,5.847,0.00,161,51.28
248546,85.0,180.90,5.576,0.00,166,47.62
248651,85.0,181.50,5.610,0.00,171,47.62
248756,85.0,182.00,5.398,0.00,177,57.14
248861,85.0,182.60,5.477,0.00,182,47.62
249056,85.0,183.60,5.313,0.00,193,56.41
249266,85.0,184.70,5.280,0.00,203,47.62
249371,85.0,185.20,5.151,0.08,209,57.14
249476,85.0,185.70,5.053,0.00,214,47.62
249671,85.0,186.80,5.283,0.00,224,51.28
249776,85.0,187.40,5.391,0.00,229,47.62
249941,85.0,188.50,5.710,0.00,238,54.55
250046,85.0,189.00,5.473,0.50,243,47.62
250181,85.0,189.60,5.216,0.15,249,44.44
250346,85.0,190.60,5.427,0.77,258,54.55
250451,85.0,191.20,5.499,0.00,263,47.62
250646,85.0,192.30,5.563,0.62,273,51.28
250751,85.0,192.90,5.601,0.21,278,47.62
250856,85.0,193.40,5.391,0.34,284,57.14
251051,85.0,194.50,5.503,0.45,294,51.28
251156,85.0,195.00,5.318,0.38,300,57.14
251351,85.0,196.10,5.432,1.59,309,46.15
251456,85.0,196.70,5.502,0.00,315,57.14
251561,85.0,197.20,5.317,0.00,320,47.62
251756,85.0,198.30,5.461,0.61,330,51.28
251861,85.0,198.90,5.524,0.81,335,47.62
252056,85.0,199.90,5.340,0.34,346,56.41
252161,85.0,200.40,5.195,0.31,351,47.62
252266,85.0,201.00,5.325,0.39,356,47.62
252461,85.0,202.10,5.466,0.00,366,51.28
252566,85.0,202.70,5.528,0.00,371,47.62
252671,85.0,203.20,5.336,0.35,376,47.62
252866,85.0,204.10,4.996,0.76,386,51.28
252971,85.0,204.70,5.175,0.84,391,47.62
253181,85.0,205.70,4.994,0.58,402,52.38
253286,85.0,206.20,4.936,0.39,408,57.14
253466,85.0,207.10,4.952,0.00,417,50.00
253571,85.0,207.60,4.905,0.00,422,47.62
253691,85.0,208.20,4.928,0.43,429,58.33
253871,85.0,209.30,5.224,0.54,437,44.44
253976,85.0,209.80,5.109,0.37,443,57.14
254081,85.0,210.30,5.022,0.61,448,47.62
254186,85.0,210.80,4.957,0.64,453,47.62
254381,85.0,211.90,5.229,0.61,464,56.41
254486,85.0,212.30,4.874,0.07,469,47.62
254591,85.0,213.40,6.274,0.00,475,57.14
254696,85.0,213.90,5.896,0.37,480,47.62
254801,85.0,214.40,5.613,1.52,485,47.62
254996,85.0,215.50,5.598,0.00,495,51.28
255101,85.0,216.00,5.389,0.21,500,47.62
255206,85.0,216.60,5.470,0.01,506,57.14
255311,85.0,217.10,5.293,0.57,511,47.62
255416,85.0,217.60,5.160,0.77,516,47.62
255611,85.0,218.80,5.581,0.12,527,56.41
255716,85.0,219.30,5.376,0.21,532,47.62
255821,85.0,219.80,5.223,0.79,537,47.62
255986,85.0,220.90,5.584,0.00,545,48.48
256121,85.0,221.50,5.299,0.48,552,51.85
256286,85.0,222.60,5.641,0.31,561,54.55
256391,85.0,223.10,5.421,0.20,567,57.14
256496,85.0,223.70,5.494,0.00,572,47.62
256691,85.0,224.70,5.323,0.19,582,51.28
259725,100.0,231.40,4.544,0.06,0,0.00
260126,100.0,231.40,3.408,0.02,0,0.00
260321,100.0,231.40,1.917,0.08,0,0.00
260426,100.0,231.40,1.438,1.39,5,47.62
260531,100.0,231.40,1.078,0.29,11,57.14
260651,100.0,231.40,0.809,0.05,19,66.67
260831,100.0,231.40,0.455,0.00,29,55.56
260936,100.0,231.40,0.341,0.46,36,66.67
261041,100.0,231.40,0.256,0.32,42,57.14
261146,100.0,231.40,0.192,0.21,48,57.14
261251,100.0,231.40,0.144,0.01,55,66.67
261356,100.0,231.40,0.108,0.00,61,57.14
261551,100.0,231.40,0.061,0.48,73,61.54
261656,100.0,231.40,0.046,0.26,79,57.14
261761,100.0,231.40,0.034,0.21,85,57.14
261956,100.0,231.40,0.026,0.00,97,61.54
262061,100.0,231.40,0.019,0.00,103,57.14
262226,100.0,231.40,0.014,0.56,113,60.61
262331,100.0,231.40,0.011,0.21,119,57.14
262436,100.0,231.40,0.008,0.00,126,66.67
262631,100.0,231.40,0.005,0.00,137,56.41
262736,100.0,231.40,0.003,0.50,144,66.67
262931,100.0,231.40,0.002,0.14,155,56.41
263036,100.0,231.40,0.001,0.00,162,66.67
263141,100.0,231.40,0.001,0.00,168,57.14
263336,100.0,231.40,0.001,0.52,180,61.54
263441,100.0,231.40,0.000,0.34,186,57.14
263636,100.0,231.40,0.000,0.00,198,61.54
263741,100.0,231.40,0.000,0.00,204,57.14
263846,100.0,231.40,0.000,0.00,210,57.14
264041,100.0,231.40,0.000,0.33,222,61.54
264146,100.0,231.40,0.000,0.16,228,57.14
264341,100.0,231.40,0.000,0.00,240,61.54
264446,100.0,231.40,0.000,0.00,246,57.14
264551,100.0,231.40,0.000,0.52,252,57.14
264761,100.0,231.40,0.000,0.16,265,61.90
264971,100.0,231.40,0.000,0.00,278,61.90
265166,100.0,231.40,0.000,0.48,289,56.41
265271,100.0,231.40,0.000,0.37,296,66.67
265451,100.0,231.40,0.000,0.00,306,55.56
265571,100.0,231.40,0.000,0.00,314,66.67
265751,100.0,231.40,0.000,0.51,324,55.56
265856,100.0,231.40,0.000,0.29,331,66.67
265961,100.0,231.40,0.000,0.21,337,57.14
266066,100.0,231.40,0.000,0.00,343,57.14
266261,100.0,231.40,0.000,0.00,355,61.54
266366,100.0,231.40,0.000,0.49,361,57.14
266471,100.0,231.40,0.000,0.29,368,66.67
266576,100.0,231.40,0.000,0.20,374,57.14
266678,100.0,231.40,0.000,0.00,380,58.82
266876,100.0,231.40,0.000,0.00,392,60.61
266978,100.0,231.40,0.000,0.39,398,58.82
267086,100.0,231.40,0.000,0.20,404,55.56
267191,100.0,231.40,0.000,0.05,411,66.67
267386,100.0,231.40,0.000,0.00,422,56.41
267491,100.0,231.40,0.000,0.00,429,66.67
267596,100.0,231.40,0.000,0.37,435,57.14
267701,100.0,231.40,0.000,0.21,441,57.14
267896,100.0,231.40,0.000,0.00,453,61.54
268001,100.0,231.40,0.000,0.00,459,57.14
268106,100.0,231.40,0.000,0.00,466,66.67
268271,100.0,231.40,0.000,0.31,476,60.61
268376,100.0,231.40,0.000,0.13,482,57.14
268571,100.0,231.40,0.000,0.00,494,61.54
268676,100.0,231.40,0.000,0.00,500,57.14
268781,100.0,231.40,0.000,0.00,506,57.14
268976,100.0,231.40,0.000,0.00,518,61.54
269081,100.0,231.40,0.000,0.00,524,57.14
269276,100.0,231.40,0.000,0.00,536,61.54
269381,100.0,282.10,120.714,0.00,542,57.14
269486,100.0,282.70,91.964,0.00,548,57.14
269681,100.0,283.90,54.411,0.00,560,61.54
269786,100.0,284.50,42.237,0.00,566,57.14
269981,100.0,285.79,26.651,0.00,578,61.54
270086,100.0,286.40,21.441,0.00,584,57.14
270191,100.0,287.00,17.509,0.00,591,66.67
270386,100.0,288.29,12.742,0.00,602,56.41
270491,100.0,288.90,11.009,0.00,609,66.67
270701,100.0,290.10,8.692,0.00,621,57.14
270896,100.0,291.29,7.544,0.00,633,61.54
271001,100.0,292.00,7.349,0.00,639,57.14
271106,100.0,292.60,6.940,0.00,646,66.67
271286,100.0,293.79,6.793,0.00,656,55.56
271391,100.0,294.40,6.547,0.00,663,66.67
271511,100.0,295.00,6.160,0.00,670,58.33
271691,100.0,296.20,6.312,0.00,681,61.11
355223,25.0,-0.10,3.847,1.24,0,0.00
355586,25.0,-0.10,2.886,1.26,0,0.00
355691,25.0,-0.10,2.164,1.26,0,0.00
355886,25.0,-0.10,1.217,0.00,1,5.13
355991,25.0,-0.10,0.913,0.00,3,19.05
356096,25.0,-0.10,0.685,0.00,4,9.52
356201,25.0,0.40,1.704,0.00,6,19.05
356306,25.0,0.60,1.754,0.00,8,19.05
356486,25.0,0.60,1.316,0.00,10,11.11
356591,25.0,0.60,0.987,0.07,12,19.05
356726,25.0,1.30,2.036,0.00,14,14.81
356891,25.0,2.70,3.648,0.00,16,12.12
356996,25.0,3.40,4.403,0.15,18,19.05
357116,25.0,3.90,4.344,0.00,20,16.67
357296,25.0,5.60,6.680,0.00,22,11.11
357401,25.0,6.30,6.676,0.30,24,19.05
357506,25.0,6.70,5.960,0.00,26,19.05
357611,25.0,7.40,6.136,0.21,27,9.52
357716,25.0,8.20,6.507,0.00,29,19.05
357821,25.0,8.70,6.071,0.27,30,9.52
358016,25.0,9.89,6.070,0.30,33,15.38
358121,25.0,10.50,6.005,0.00,35,19.05
358330,25.0,11.60,5.680,1.15,38,14.35
358526,25.0,12.70,5.654,0.00,41,15.31
358630,25.0,13.20,5.442,0.00,42,9.62
358736,25.0,13.80,5.497,0.24,44,18.87
358841,25.0,14.40,5.551,0.00,46,19.05
359036,25.0,15.40,5.445,0.00,48,10.26
359141,25.0,15.90,5.275,0.87,50,19.05
359306,25.0,16.90,5.471,0.00,53,18.18
359411,25.0,18.20,7.199,0.19,54,9.52
359516,25.0,21.70,13.732,0.00,56,19.05
359711,25.0,20.80,5.820,0.00,59,15.38
359816,25.0,21.30,5.555,0.21,60,9.52
360011,25.0,21.70,4.047,0.21,63,15.38
