timestamp_ms,pump_power_pct,pressure_bar,pressure_bar_raw
66580,0,7.766,7.391
66630,0,7.803,7.429
66680,0,7.842,7.475
66730,0,7.872,7.475
66780,0,7.902,7.508
66830,0,7.936,7.550
66880,0,7.970,7.588
66930,0,8.008,7.640
66980,0,8.047,7.682
67030,0,8.087,7.724
67080,0,8.121,7.738
67130,0,8.156,7.776
67180,0,8.172,7.729
67230,0,8.211,7.846
67280,0,8.247,7.869
67330,0,8.275,7.874
67380,0,8.309,7.926
67430,0,8.345,7.968
67480,0,8.380,8.001
67530,0,8.408,8.005
67580,0,8.437,8.038
67630,0,8.462,8.047
67680,0,8.490,8.085
67730,0,8.520,8.122
67780,0,8.543,8.122
67830,0,8.565,8.141
67880,0,8.588,8.169
67930,0,8.609,8.179
67980,0,8.637,8.235
68030,0,8.661,8.244
68080,0,8.684,8.263
68130,0,8.708,8.291
68180,0,8.732,8.315
68230,0,8.754,8.329
68280,0,8.771,8.329
68330,0,8.786,8.338
68380,55,8.805,8.371
68430,55,8.822,8.380
68480,55,8.840,8.404
68530,55,8.851,8.390
68580,55,8.864,8.408
68630,55,8.884,8.451
68680,55,8.901,8.460
68730,55,8.923,8.498
68780,55,8.937,8.488
68830,55,8.949,8.488
68880,55,8.958,8.488
68930,55,8.977,8.544
68980,55,8.994,8.554
69030,55,9.006,8.544
69080,55,9.018,8.558
69130,55,9.028,8.563
69180,55,9.036,8.563
69230,55,9.047,8.587
69280,55,9.057,8.591
69330,55,9.059,8.563
69380,55,9.070,8.610
69430,55,9.082,8.624
69480,55,9.089,8.610
69530,55,9.098,8.629
69580,55,9.100,8.610
69630,55,9.103,8.610
69680,55,9.108,8.629
69730,55,9.116,8.643
69780,55,9.119,8.629
69830,55,9.122,8.634
69880,55,9.126,8.638
69930,55,9.127,8.629
69980,55,9.131,8.648
70030,55,9.133,8.638
70080,55,9.139,8.662
70130,55,9.141,8.648
70180,55,9.149,8.676
70230,55,9.153,8.666
70280,55,9.155,8.662
70330,55,9.161,8.680
70380,55,9.164,8.676
70430,55,9.162,8.648
70480,55,9.164,8.671
70530,55,9.163,8.657
70580,55,9.162,8.648
70630,55,9.164,8.671
70680,55,9.162,8.648
70730,55,9.163,8.666
70780,55,9.163,8.662
70830,55,9.165,8.671
70880,55,9.162,8.638
70930,55,9.158,8.629
70980,55,9.155,8.629
71030,55,9.153,8.634
71080,55,9.150,8.624
71130,55,9.147,8.619
